rank,name,votes
1.,Michael Jordan,1217429
2.,Isiah Thomas,493414
3.,Joe Dumars,391638
4.,Reggie Lewis,227570
5.,Muggsy Bogues,219615
6.,Ledell Eackles,197530
7.,Alvin Robertson,162421
8.,Mark Price,159697
9.,Doc Rivers,140909
10.,Maurice Cheeks,138686
