rank,name,votes
1.,Karl Malone,609201
2.,Chris Mullin,387990
3.,James Worthy,355831
4.,Tom Chambers,332324
5.,Jerome Kersey,262217
6.,Terry Cummings,227689
7.,Derrick McKey,218218
8.,Buck Williams,215534
9.,Charles Smith,160944
10.,Sam Perkins,146250
