rank,name,votes
1.,Charles Barkley,808454
2.,Larry Bird,717049
3.,Bernard King,319390
4.,Dennis Rodman,307103
5.,Scottie Pippen,286072
6.,Dominique Wilkins,257770
7.,Horace Grant,216171
8.,James Edwards,184374
9.,Kevin McHale,168688
10.,Charles Oakley,156124
