rank,name,votes
1.,Magic Johnson,665354
2.,Kevin Johnson,381463
3.,Clyde Drexler,349995
4.,John Stockton,344118
5.,Mahmoud Abdul-Rauf,250665
6.,Jeff Malone,227344
7.,Mitch Richmond,196685
8.,Terry Porter,196653
9.,Tim Hardaway,180335
10.,Dale Ellis,171183
