rank,name,votes
1.,Anfernee Hardaway,999327
2.,Reggie Miller,908493
3.,Mark Price,854771
4.,Joe Dumars,826935
5.,Muggsy Bogues,672149
6.,John Starks,589617
7.,Scott Skiles,484573
8.,Harold Miner,484522
9.,Derek Harper,462115
10.,Steve Smith,394225
