rank,name,votes
1.,Charles Barkley,1046105
2.,Shawn Kemp,1027451
3.,Jamal Mashburn,742815
4.,Chris Mullin,598125
5.,Karl Malone,526741
6.,Tom Gugliotta,442335
7.,Detlef Schrempf,391451
8.,Danny Manning,327554
9.,Otis Thorpe,306541
10.,Cedric Ceballos,259464
