rank,name,votes
1.,Dan Majerle,868115
2.,Latrell Sprewell,861223
3.,Tim Hardaway,853784
4.,John Stockton,798219
5.,Jason Kidd,744587
6.,Jeff Hornacek,681231
7.,Jim Jackson,669459
8.,Vernon Maxwell,581254
9.,Kendall Gill,570338
10.,Gary Payton,567324
