rank,name,votes
1.,Grant Hill,1289585
2.,Scottie Pippen,1134525
3.,Larry Johnson,698931
4.,Chris Webber,491783
5.,Dominique Wilkins,489617
6.,Glen Rice,425978
7.,Kevin Willis,404257
8.,Horace Grant,398521
9.,Glenn Robinson,387461
10.,Charles Oakley,386894
