rank,name,votes
1.,Tim Duncan,1179955
2.,Kevin Garnett,1086780
3.,Dirk Nowitzki,1079425
4.,Chris Webber,906836
5.,Peja Stojaković,308524
6.,Elton Brand,260313
7.,Pau Gasol,230285
8.,Scottie Pippen,213529
9.,Robert Horry,184971
10.,Rasheed Wallace,184535
