rank,name,votes
1.,Vince Carter,1300895
2.,Jermaine O'Neal,940958
3.,Grant Hill,827403
4.,Antoine Walker,528613
5.,Kenyon Martin,431775
6.,Latrell Sprewell,286883
7.,Shareef Abdur-Rahim,269601
8.,Darius Miles,263009
9.,Richard Jefferson,241090
10.,Jamal Mashburn,235417
