rank,name,votes
1.,Tracy McGrady,1316297
2.,Allen Iverson,1155897
3.,Michael Jordan,1082909
4.,Jason Kidd,962325
5.,Paul Pierce,313652
6.,Ray Allen,266735
7.,Jerry Stackhouse,204299
8.,Baron Davis,189818
9.,Reggie Miller,187075
10.,Ricky Davis,166745
