rank,name,votes
1.,Ralph Sampson,516087
2.,James Worthy,461528
3.,Alex English,410112
4.,Mike Mitchell,381611
5.,Marques Johnson,363201
6.,Calvin Natt,332993
7.,Adrian Dantley,323456
8.,Mark Aguirre,277342
9.,Xavier McDaniel,272679
10.,Rodney McCray,259020
