rank,name,votes
1.,Larry Bird,702440
2.,Julius Erving,596875
3.,Kelly Tripucka,411032
4.,Dominique Wilkins,383855
5.,Kevin McHale,379696
6.,Terry Cummings,294669
7.,Wayman Tisdale,261079
8.,Paul Pressey,256666
9.,Charles Barkley,243841
10.,Roy Hinson,232974
