rank,name,votes
1.,Magic Johnson,1060892
2.,Alvin Robertson,378557
3.,Johnny Moore,348752
4.,Norm Nixon,303904
5.,John Lucas,299875
6.,Chris Mullin,299631
7.,Fat Lever,286300
8.,Michael Cooper,276069
9.,Clyde Drexler,257628
10.,Rolando Blackman,255204
