rank,name,votes
1.,Larry Bird,248837
2.,Charles Barkley,182639
3.,Dominique Wilkins,132994
4.,Mark Aguirre,110852
5.,Scottie Pippen,106717
6.,Kevin McHale,94718
7.,Bernard King,88550
8.,Dennis Rodman,87078
9.,Horace Grant,81393
10.,Rick Mahorn,79483
