rank,name,votes
1.,Magic Johnson,214348
2.,John Stockton,149548
3.,Derek Harper,146986
4.,Clyde Drexler,145782
5.,Maurice Cheeks,144201
6.,Kevin Johnson,78812
7.,Dale Ellis,66198
8.,Pooh Richardson,64276
9.,Sleepy Floyd,62886
10.,Mitch Richmond,60704
