rank,name,votes
1.,LeBron James,2940823
2.,Kevin Garnett,2066833
3.,Yi Jianlian,1813829
4.,Paul Pierce,1238763
5.,Chris Bosh,1101052
6.,Hedo Türkoğlu,632051
7.,Shawn Marion,405573
8.,Danny Granger,365810
9.,Josh Smith,321129
10.,Tayshaun Prince,274540
