rank,name,votes
1.,Kobe Bryant,2805397
2.,Chris Paul,2134798
3.,Tracy McGrady,1678516
4.,Manu Ginóbili,1642350
5.,Tony Parker,1084361
6.,Steve Nash,677211
7.,Jamal Crawford,665038
8.,Rafer Alston,550199
9.,Jason Kidd,477792
10.,Brandon Roy,468688
