rank,name,votes
1.,Tim Duncan,2578168
2.,Amar'e Stoudemire,1460429
3.,Bruce Bowen,1392398
4.,Metta World Peace,1362565
5.,Carmelo Anthony,1337519
6.,Dirk Nowitzki,1107926
7.,Pau Gasol,948301
8.,Shane Battier,694112
9.,LaMarcus Aldridge,497550
10.,Luis Scola,405851
