rank,name,votes
1.,Jason Kidd,1061031
2.,Kobe Bryant,1022897
3.,Gary Payton,898601
4.,Jason Williams,884746
5.,Anfernee Hardaway,529191
6.,John Stockton,259563
7.,Damon Stoudamire,243036
8.,Steve Smith,221664
9.,Steve Francis,212491
10.,Michael Finley,197431
