rank,name,votes
1.,Kevin Garnett,1550976
2.,Tim Duncan,1321436
3.,Scottie Pippen,662341
4.,Chris Webber,661865
5.,Karl Malone,327599
6.,Shareef Abdur-Rahim,325891
7.,Glen Rice,310497
8.,Lamar Odom,248176
9.,Rasheed Wallace,177022
10.,Charles Barkley,165604
