rank,name,votes
1.,Allen Iverson,1843011
2.,Eddie Jones,734940
3.,Allan Houston,600876
4.,Stephon Marbury,492349
5.,Ray Allen,443295
6.,Tim Hardaway,378954
7.,Reggie Miller,366137
8.,Sam Cassell,230600
9.,Tracy McGrady,228439
10.,Paul Pierce,166401
