rank,name,votes
1.,Vince Carter,1911973
2.,Grant Hill,1371304
3.,Latrell Sprewell,785302
4.,Marcus Camby,477672
5.,Shawn Kemp,351843
6.,Keith Van Horn,238619
7.,Antoine Walker,214024
8.,Glenn Robinson,184230
9.,Toni Kukoč,124821
10.,Charles Oakley,101219
