rank,name,votes
1.,LeBron James,1089206
2.,Paul George,711595
3.,Carmelo Anthony,567348
4.,Pau Gasol,566988
5.,Andre Drummond,515296
6.,Kristaps Porziņģis,473579
7.,Chris Bosh,351420
8.,Kevin Love,332685
9.,Hassan Whiteside,301362
10.,Giannis Antetokounmpo,84617
11.,Jonas Valančiūnas,73079
12.,Joakim Noah,48509
13.,DeMarre Carroll,46044
14.,Marcin Gortat,43496
15.,Paul Millsap,41654
