rank,name,votes
1.,Stephen Curry,1604325
2.,Russell Westbrook,772009
3.,Chris Paul,624334
4.,Klay Thompson,555513
5.,James Harden,430777
6.,Manu Ginóbili,226289
7.,Rajon Rondo,200518
8.,Tony Parker,195472
9.,Andre Iguodala,181142
10.,Damian Lillard,158360
