rank,name,votes
1.,Dwyane Wade,941466
2.,Kyle Lowry,646441
3.,Kyrie Irving,580651
4.,Jimmy Butler,564637
5.,DeMar DeRozan,444868
6.,John Wall,368686
7.,Derrick Rose,302389
8.,Jeremy Lin,195920
9.,Isaiah Thomas,153642
10.,Reggie Jackson,76688
