rank,name,votes
1.,Kobe Bryant,1891614
2.,Kevin Durant,980787
3.,Kawhi Leonard,782339
4.,Zaza Pachulia,768112
5.,Draymond Green,726616
6.,Blake Griffin,651860
7.,Enes Kanter,534499
8.,Tim Duncan,431087
9.,Anthony Davis,400688
10.,DeMarcus Cousins,364270
11.,DeAndre Jordan,269427
12.,LaMarcus Aldridge,268003
13.,Dwight Howard,219761
14.,Dirk Nowitzki,173317
15.,Harrison Barnes,155289
