rank,name,votes
1.,Dominique Wilkins,715991
2.,Charles Barkley,486526
3.,Larry Nance,380819
4.,Kevin McHale,320698
5.,Bernard King,295694
6.,Charles Oakley,271540
7.,Larry Bird,256569
8.,Wayman Tisdale,212590
9.,Roy Hinson,207147
10.,Hot Rod Williams,199518
