rank,name,votes
1.,Karl Malone,760168
2.,Alex English,525186
3.,James Worthy,342074
4.,Xavier McDaniel,322507
5.,Jerome Kersey,277330
6.,Steve Johnson,248492
7.,Danny Manning,236149
8.,Mark Aguirre,234532
9.,Thurl Bailey,226676
10.,Danny Schayes,220721
