rank,name,votes
1.,Michael Jordan,1003062
2.,Isiah Thomas,402360
3.,Mark Price,388715
4.,Ron Harper,354807
5.,Mark Jackson,331150
6.,Jeff Malone,289097
7.,Dennis Johnson,235519
8.,Hersey Hawkins,225410
9.,Paul Pressey,186069
10.,Ricky Pierce,185188
