rank,name,votes
1.,Clyde Drexler,759550
2.,Magic Johnson,658211
3.,Tim Hardaway,446765
4.,Mitch Richmond,325546
5.,Kevin Johnson,309820
6.,John Stockton,309590
7.,Jeff Hornacek,271180
8.,Willie Anderson,213037
9.,Rolando Blackman,206887
10.,Derek Harper,153820
