rank,name,votes
1.,Kevin Garnett,2087200
2.,Tim Duncan,1812522
3.,Dirk Nowitzki,846912
4.,Carmelo Anthony,662215
5.,Amar'e Stoudemire,640370
6.,Peja Stojaković,374588
7.,Chris Webber,360511
8.,Shawn Marion,264203
9.,Pau Gasol,250844
10.,Lamar Odom,243203
