rank,name,votes
1.,LeBron James,1661204
2.,Allen Iverson,1590400
3.,Dwyane Wade,1195888
4.,Steve Francis,996107
5.,Jason Kidd,675884
6.,Chauncey Billups,324542
7.,Richard Hamilton,315122
8.,Stephon Marbury,301073
9.,Paul Pierce,225037
10.,Gilbert Arenas,201859
