rank,name,votes
1.,Vince Carter,1803529
2.,Grant Hill,1497489
3.,Jermaine O'Neal,1432438
4.,Rasheed Wallace,949598
5.,Richard Jefferson,442236
6.,Antawn Jamison,416683
7.,Emeka Okafor,408082
8.,Tayshaun Prince,349931
9.,Drew Gooden,241164
10.,Dwight Howard,213641
