rank,name,votes
1.,Tracy McGrady,1993687
2.,Kobe Bryant,1815952
3.,Steve Nash,1148275
4.,Ray Allen,920130
5.,Manu Ginóbili,568361
6.,Tony Parker,405826
7.,Mike Bibby,386308
8.,Baron Davis,221735
9.,Michael Finley,219725
10.,Sam Cassell,157074
