rank,name,votes
1.,LeBron James,1470483
2.,Pau Gasol,974177
3.,Carmelo Anthony,647005
4.,Marcin Gortat,570005
5.,Chris Bosh,542006
6.,Kevin Love,386208
7.,Jonas Valančiūnas,231741
8.,Joakim Noah,203718
9.,Nikola Vučević,129293
10.,Paul Millsap,121938
11.,Al Horford,114955
12.,Al Jefferson,110980
13.,Kevin Garnett,106820
14.,Nikola Mirotić,103645
15.,Andre Drummond,86717
