rank,name,votes
1.,Anthony Davis,1369911
2.,Marc Gasol,795121
3.,Blake Griffin,700615
4.,Tim Duncan,546817
5.,Kevin Durant,545226
6.,LaMarcus Aldridge,498131
7.,DeMarcus Cousins,465334
8.,Dwight Howard,348275
9.,Dirk Nowitzki,292557
10.,Rudy Gay,144702
11.,Kawhi Leonard,132150
12.,DeAndre Jordan,117816
13.,Serge Ibaka,107223
14.,Draymond Green,99039
15.,Tyson Chandler,98654
