rank,name,votes
1.,John Wall,886368
2.,Kyle Lowry,805290
3.,Dwyane Wade,789839
4.,Kyrie Irving,535873
5.,Jimmy Butler,455756
6.,Derrick Rose,379994
7.,DeMar DeRozan,159123
8.,Jeff Teague,83900
9.,Lou Williams,82135
10.,Giannis Antetokounmpo,55014
