rank,name,votes
1.,LeBron James,2207697
2.,Jermaine O'Neal,1291836
3.,Rasheed Wallace,866932
4.,Chris Webber,584579
5.,Grant Hill,482336
6.,Tayshaun Prince,481652
7.,Paul Pierce,441218
8.,Chris Bosh,352033
9.,Richard Jefferson,307771
10.,Dwight Howard,299876
