rank,name,votes
1.,Allen Iverson,2062206
2.,Dwyane Wade,1499664
3.,Vince Carter,1294373
4.,Chauncey Billups,717006
5.,Jason Kidd,594352
6.,Richard Hamilton,474895
7.,Gilbert Arenas,453971
8.,Steve Francis,438892
9.,T.J. Ford,210570
10.,Gary Payton,194424
