rank,name,votes
1.,Kobe Bryant,2271631
2.,Steve Nash,1818230
3.,Manu Ginóbili,900935
4.,Ray Allen,693892
5.,Tony Parker,646739
6.,Baron Davis,416811
7.,Jason Richardson,303362
8.,David Wesley,280296
9.,Mike Bibby,266378
10.,Sam Cassell,242456
