rank,name,votes
1.,Tracy McGrady,1818932
2.,Tim Duncan,1518796
3.,Kevin Garnett,1479386
4.,Pau Gasol,662916
5.,Dirk Nowitzki,626083
6.,Metta World Peace,502886
7.,Carmelo Anthony,458410
8.,Elton Brand,442056
9.,Shawn Marion,285505
10.,Amar'e Stoudemire,270109
