rank,name,votes
1.,Kobe Bryant,2456224
2.,Steve Nash,1222235
3.,Chris Paul,1055789
4.,Tracy McGrady,1022492
5.,Aaron Brooks,591930
6.,Jason Kidd,523708
7.,Manu Ginóbili,465211
8.,Chauncey Billups,452983
9.,Tony Parker,439536
10.,Brandon Roy,422290
