rank,name,votes
1.,LeBron James,2549693
2.,Kevin Garnett,1978116
3.,Chris Bosh,1164007
4.,Paul Pierce,525677
5.,Josh Smith,475671
6.,Andre Iguodala,313827
7.,Danny Granger,309808
8.,Rashard Lewis,302743
9.,Michael Beasley,277400
10.,Hedo Türkoğlu,213369
