rank,name,votes
1.,Dwyane Wade,2327550
2.,Allen Iverson,1269568
3.,Vince Carter,1048977
4.,Ray Allen,710045
5.,Derrick Rose,571911
6.,Gilbert Arenas,545860
7.,Joe Johnson,496255
8.,Rajon Rondo,425590
9.,José Calderón,292909
10.,Mike Bibby,223759
