rank,name,votes
1.,Carmelo Anthony,2137560
2.,Tim Duncan,1156696
3.,Dirk Nowitzki,1093005
4.,Pau Gasol,1051785
5.,Kevin Durant,870567
6.,Trevor Ariza,645937
7.,Luis Scola,580243
8.,Metta World Peace,368281
9.,Shawn Marion,363516
10.,LaMarcus Aldridge,309497
