rank,name,votes
1.,Gary Payton,555715
2.,Kobe Bryant,395686
3.,John Stockton,344259
4.,Stephon Marbury,331749
5.,Jason Kidd,305834
6.,Eddie Jones,300658
7.,Clyde Drexler,238150
8.,Nick Van Exel,232274
9.,Mitch Richmond,197695
10.,Avery Johnson,147485
