rank,name,votes
1.,Karl Malone,616251
2.,Kevin Garnett,513325
3.,Charles Barkley,479005
4.,Tim Duncan,423970
5.,Vin Baker,360079
6.,Tom Gugliotta,211402
7.,Detlef Schrempf,191963
8.,Shareef Abdur-Rahim,159069
9.,Sean Elliott,136943
10.,Rasheed Wallace,116865
