rank,name,votes
1.,Michael Jordan,1028235
2.,Anfernee Hardaway,509626
3.,Tim Hardaway,349621
4.,Allen Iverson,338413
5.,Reggie Miller,221814
6.,Mookie Blaylock,130202
7.,Bob Sura,130198
8.,Damon Stoudamire,129223
9.,Joe Dumars,127929
10.,Steve Smith,114982
