rank,name,votes
1.,Dominique Wilkins,1029131
2.,Larry Bird,902701
3.,Charles Barkley,479176
4.,Kevin McHale,455859
5.,Adrian Dantley,360290
6.,Charles Oakley,256809
7.,Terry Cummings,223645
8.,Wayman Tisdale,211221
9.,Kevin Willis,204209
10.,Jay Vincent,202055
