rank,name,votes
1.,Michael Jordan,1141733
2.,Julius Erving,819468
3.,Isiah Thomas,713173
4.,Spud Webb,346346
5.,Dennis Johnson,330272
6.,Vinnie Johnson,311090
7.,Sidney Moncrief,268519
8.,Doc Rivers,242040
9.,Jeff Malone,206255
10.,Maurice Cheeks,174512
