rank,name,votes
1.,Magic Johnson,949304
2.,Alvin Robertson,457251
3.,Darrell Griffith,380505
4.,Clyde Drexler,321679
5.,Derek Harper,314124
6.,Robert Reid,311075
7.,Rolando Blackman,307838
8.,Reggie Theus,300142
9.,Marques Johnson,292621
10.,Fat Lever,283252
