rank,name,votes
1.,Michael Jordan,1121285
2.,Isiah Thomas,666895
3.,Doc Rivers,455391
4.,Jeff Malone,356497
5.,Dennis Johnson,338474
6.,Sidney Moncrief,323536
7.,Vinnie Johnson,299084
8.,Kevin Johnson,275556
9.,Randy Wittman,260221
10.,Ron Harper,244158
