rank,name,votes
1.,Alex English,521080
2.,Karl Malone,499963
3.,Xavier McDaniel,474087
4.,James Worthy,409712
5.,Calvin Natt,396511
6.,Larry Nance,350433
7.,Mark Aguirre,347357
8.,Kiki Vandeweghe,330716
9.,Michael Cooper,323134
10.,Ralph Sampson,309325
