rank,name,votes
1.,Magic Johnson,1022122
2.,Fat Lever,468339
3.,Alvin Robertson,440925
4.,Clyde Drexler,430880
5.,Darrell Griffith,395585
6.,Terry Porter,391567
7.,Derek Harper,322711
8.,Rolando Blackman,314765
9.,Sleepy Floyd,248327
10.,John Stockton,241117
