rank,name,votes
1.,Chris Webber,1306243
2.,Tim Duncan,1096522
3.,Kevin Garnett,1003336
4.,Scottie Pippen,587767
5.,Rasheed Wallace,510543
6.,Sean Elliott,505751
7.,Karl Malone,479624
8.,Antawn Jamison,399561
9.,Horace Grant,368378
10.,Shareef Abdur-Rahim,254598
