rank,name,votes
1.,Allen Iverson,1508142
2.,Tracy McGrady,827122
3.,Tim Hardaway,691895
4.,Reggie Miller,622978
5.,Eddie Jones,519132
6.,Stephon Marbury,512645
7.,Allan Houston,476380
8.,Jerry Stackhouse,459575
9.,Andre Miller,415382
10.,Ray Allen,409654
