rank,name,votes
1.,Kobe Bryant,1433747
2.,Jason Kidd,1062837
3.,Jason Williams,925310
4.,Gary Payton,732671
5.,Derek Anderson,514605
6.,Steve Francis,504162
7.,Avery Johnson,452147
8.,Anfernee Hardaway,430632
9.,John Stockton,408819
10.,Michael Finley,279250
