,fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_perg,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,all_star_votes,all_star_share
301,16.9,6.4,6.1,19.2,0.591,26.9,2.9,1995-96,Mitch Richmond,0.47560975609756095,0.0,3.0,1130.0,0.003,81.0,36.4,23.1,3.3,3.1,1.5,0.2,0.447,0.437,0.866,9.3,0.151,0,0
302,19.2,0.2,8.4,28.9,0.6,32.7,8.5,1996-97,Karl Malone,0.7804878048780488,63.0,986.0,1150.0,0.857,82.0,36.6,27.4,9.9,4.5,1.4,0.6,0.55,0.0,0.755,16.7,0.268,986028,0.036
303,23.1,3.6,7.0,27.8,0.567,33.2,6.7,1996-97,Michael Jordan,0.8414634146341463,52.0,957.0,1150.0,0.832,82.0,37.9,29.6,5.9,4.3,1.7,0.5,0.486,0.374,0.833,18.3,0.283,1341422,0.049
304,15.7,0.4,7.9,25.5,0.556,28.3,8.0,1996-97,Grant Hill,0.6585365853658537,0.0,376.0,1150.0,0.327,80.0,39.3,21.4,9.0,7.3,1.8,0.6,0.496,0.303,0.711,14.6,0.223,1358004,0.05
305,17.1,7.3,4.5,20.8,0.532,26.6,5.1,1996-97,Tim Hardaway,0.7439024390243902,0.0,238.0,1150.0,0.207,81.0,38.7,20.3,3.4,8.6,1.9,0.1,0.415,0.344,0.799,12.9,0.198,440291,0.016
306,19.2,5.6,6.8,19.7,0.605,26.9,1.2,1996-97,Glen Rice,0.6585365853658537,0.0,134.0,1150.0,0.117,79.0,42.6,26.8,4.0,2.0,0.9,0.3,0.477,0.47,0.867,10.8,0.154,296143,0.011
307,18.1,4.6,4.3,21.8,0.545,26.4,5.6,1996-97,Gary Payton,0.6951219512195121,0.0,105.0,1150.0,0.091,82.0,39.2,21.8,4.6,7.1,2.4,0.2,0.476,0.313,0.715,12.9,0.193,0,0
308,18.3,0.2,5.7,22.7,0.558,30.4,3.2,1996-97,Hakeem Olajuwon,0.6951219512195121,0.0,95.0,1150.0,0.083,78.0,36.6,23.2,9.2,3.0,1.5,2.2,0.51,0.313,0.787,9.1,0.154,1240329,0.045
309,17.2,0.1,7.5,21.3,0.548,29.8,1.7,1996-97,Patrick Ewing,0.6951219512195121,0.0,57.0,1150.0,0.05,78.0,37.0,22.4,10.7,2.0,0.9,2.4,0.488,0.222,0.754,9.8,0.163,437003,0.016
310,11.3,0.0,5.9,18.9,0.585,17.6,4.5,1996-97,Anthony Mason,0.6585365853658537,0.0,7.0,1150.0,0.006,73.0,43.1,16.2,11.4,5.7,1.0,0.5,0.525,0.333,0.745,11.4,0.173,198273,0.007
311,19.4,0.1,9.4,27.1,0.556,31.1,6.3,1996-97,Shaquille O'Neal,0.6829268292682927,0.0,7.0,1150.0,0.006,51.0,38.1,26.2,12.5,3.1,0.9,2.9,0.557,0.0,0.484,8.0,0.197,1290591,0.047
312,16.7,5.2,3.5,21.3,0.554,24.6,6.6,1996-97,Scottie Pippen,0.8414634146341463,0.0,6.0,1150.0,0.005,82.0,37.7,20.2,6.5,5.7,1.9,0.5,0.474,0.368,0.701,13.1,0.203,1289649,0.047
313,13.4,0.1,8.6,21.6,0.578,27.5,2.7,1996-97,Alonzo Mourning,0.7439024390243902,0.0,5.0,1150.0,0.004,66.0,35.2,19.8,9.9,1.6,0.8,2.9,0.534,0.111,0.642,8.4,0.174,647899,0.024
314,9.0,0.0,5.4,19.0,0.584,17.4,3.2,1996-97,Dikembe Mutombo,0.6829268292682927,0.0,4.0,1150.0,0.003,80.0,37.2,13.3,11.6,1.4,0.6,3.3,0.527,0.0,0.705,11.3,0.183,369053,0.013
315,19.5,5.9,6.6,21.6,0.578,29.4,3.3,1996-97,Mitch Richmond,0.4146341463414634,0.0,4.0,1150.0,0.003,81.0,38.6,25.9,3.9,4.2,1.5,0.3,0.454,0.428,0.861,10.8,0.166,323619,0.012
316,9.3,2.2,4.0,22.1,0.656,18.4,3.9,1996-97,John Stockton,0.7804878048780488,0.0,3.0,1150.0,0.003,82.0,35.3,14.4,2.8,10.5,2.0,0.2,0.548,0.422,0.846,13.6,0.226,823826,0.03
317,13.1,3.9,7.8,23.0,0.581,23.2,7.1,1996-97,Charles Barkley,0.6951219512195121,0.0,2.0,1150.0,0.002,53.0,37.9,19.2,13.5,4.7,1.3,0.5,0.484,0.283,0.694,9.4,0.224,1268195,0.046
318,16.5,1.1,7.0,19.0,0.526,27.5,2.0,1996-97,Tom Gugliotta,0.4878048780487805,0.0,1.0,1150.0,0.001,81.0,38.7,20.6,8.7,4.1,1.6,1.1,0.442,0.258,0.82,6.7,0.103,0,0
319,19.8,6.0,7.2,18.0,0.513,28.9,1.5,1996-97,Allen Iverson,0.2682926829268293,0.0,1.0,1150.0,0.001,76.0,40.1,23.5,4.1,7.5,2.1,0.3,0.416,0.341,0.702,4.1,0.065,0,0
320,12.7,2.9,7.4,22.9,0.631,22.6,4.2,1996-97,Kevin Johnson,0.4878048780487805,0.0,1.0,1150.0,0.001,70.0,38.0,20.1,3.6,9.3,1.5,0.2,0.496,0.441,0.852,11.7,0.211,0,0
321,15.9,5.4,5.5,17.4,0.548,25.0,1.3,1996-97,Steve Smith,0.6829268292682927,0.0,1.0,1150.0,0.001,72.0,39.1,20.1,3.3,4.2,0.9,0.3,0.429,0.335,0.847,9.1,0.154,0,0
322,23.1,1.5,8.8,25.2,0.533,33.7,4.6,1997-98,Michael Jordan,0.7560975609756098,92.0,1084.0,1160.0,0.934,82.0,38.8,28.7,5.8,3.5,1.7,0.5,0.465,0.238,0.784,15.8,0.238,2451136,0.073
323,18.2,0.1,10.2,27.9,0.597,31.8,7.0,1997-98,Karl Malone,0.7560975609756098,20.0,842.0,1160.0,0.726,81.0,37.4,27.0,10.3,3.9,1.2,0.9,0.53,0.333,0.761,16.4,0.259,1337319,0.04
324,15.6,4.8,4.6,21.6,0.544,24.6,5.0,1997-98,Gary Payton,0.7439024390243902,3.0,431.0,1160.0,0.372,82.0,38.4,19.2,4.6,8.3,2.3,0.2,0.453,0.338,0.744,12.5,0.19,1206539,0.036
325,19.1,0.0,11.4,28.8,0.587,32.9,4.6,1997-98,Shaquille O'Neal,0.7439024390243902,1.0,311.0,1160.0,0.268,60.0,36.3,28.3,11.4,2.4,0.7,2.4,0.584,0.0,0.527,10.2,0.224,1305941,0.039
326,15.7,0.1,5.9,22.6,0.577,26.0,5.5,1997-98,Tim Duncan,0.6829268292682927,0.0,148.0,1160.0,0.128,82.0,39.1,21.1,11.9,2.7,0.7,2.5,0.549,0.0,0.662,12.8,0.192,0,0
327,16.0,5.5,4.1,20.6,0.53,25.6,4.6,1997-98,Tim Hardaway,0.6707317073170732,0.0,71.0,1160.0,0.061,81.0,37.4,18.9,3.7,8.3,1.7,0.2,0.431,0.351,0.781,11.7,0.185,309220,0.009
328,14.6,0.1,9.0,27.8,0.581,29.7,7.8,1997-98,David Robinson,0.6829268292682927,0.0,36.0,1160.0,0.031,73.0,33.7,21.6,10.6,2.7,0.9,2.6,0.511,0.25,0.735,13.8,0.269,753247,0.023
329,14.2,0.1,6.4,20.4,0.564,24.7,2.0,1997-98,Vin Baker,0.7439024390243902,0.0,24.0,1160.0,0.021,82.0,35.9,19.2,8.0,1.9,1.1,1.0,0.542,0.143,0.591,10.4,0.169,269994,0.008
330,16.8,0.3,8.0,21.2,0.52,27.3,4.8,1997-98,Grant Hill,0.45121951219512196,0.0,23.0,1160.0,0.02,81.0,40.7,21.1,7.7,6.8,1.8,0.7,0.452,0.143,0.74,10.2,0.149,1868020,0.056
331,16.0,4.4,4.4,20.4,0.533,24.4,5.8,1997-98,Scottie Pippen,0.7560975609756098,0.0,14.0,1160.0,0.012,44.0,37.5,19.1,5.2,5.8,1.8,1.0,0.447,0.318,0.777,6.6,0.193,1683956,0.05
332,16.9,3.7,6.1,17.4,0.568,25.1,0.7,1997-98,Glen Rice,0.6219512195121951,0.0,7.0,1160.0,0.006,82.0,40.2,22.3,4.3,2.2,0.9,0.3,0.457,0.433,0.849,9.3,0.136,199216,0.006
333,20.8,3.6,5.8,17.8,0.481,29.2,0.7,1997-98,Antoine Walker,0.43902439024390244,0.0,6.0,1160.0,0.005,82.0,39.9,22.4,10.2,3.3,1.7,0.7,0.423,0.312,0.645,4.7,0.07,0,0
334,10.5,2.8,2.5,16.4,0.502,17.6,3.1,1997-98,Jason Kidd,0.6829268292682927,0.0,5.0,1160.0,0.004,82.0,38.0,11.6,6.2,9.1,2.0,0.3,0.416,0.313,0.799,8.0,0.123,911858,0.027
335,8.0,1.4,3.6,21.8,0.628,19.3,2.6,1997-98,John Stockton,0.7560975609756098,0.0,5.0,1160.0,0.004,64.0,29.0,12.0,2.6,8.5,1.4,0.2,0.528,0.429,0.827,8.0,0.206,1127250,0.034
336,17.4,4.8,6.7,20.4,0.569,27.8,2.3,1997-98,Mitch Richmond,0.32926829268292684,0.0,3.0,1160.0,0.003,70.0,36.7,23.2,3.3,4.0,1.3,0.2,0.445,0.389,0.864,7.9,0.148,347195,0.01
337,13.3,4.7,5.4,19.8,0.619,23.9,4.3,1997-98,Reggie Miller,0.7073170731707317,0.0,2.0,1160.0,0.002,81.0,34.5,19.5,2.9,2.1,1.0,0.1,0.477,0.429,0.868,12.0,0.206,506553,0.015
338,14.2,0.0,3.3,19.9,0.532,29.2,0.3,1997-98,Rik Smits,0.7073170731707317,0.0,2.0,1160.0,0.002,73.0,28.6,16.7,6.9,1.4,0.5,1.2,0.495,0.0,0.783,6.1,0.141,0,0
339,18.4,3.0,5.1,19.3,0.522,25.7,2.4,1997-98,Michael Finley,0.24390243902439024,0.0,1.0,1160.0,0.001,82.0,41.4,21.5,5.3,4.9,1.6,0.4,0.449,0.357,0.784,7.5,0.106,209611,0.006
340,14.9,0.6,6.5,19.6,0.501,23.7,2.6,1997-98,Rod Strickland,0.5121951219512195,0.0,1.0,1160.0,0.001,76.0,39.7,17.8,5.3,10.5,1.7,0.3,0.434,0.25,0.726,8.1,0.129,0,0
341,16.3,0.0,9.8,25.6,0.577,30.5,6.8,1998-99,Karl Malone,0.74,44.0,827.0,1180.0,0.701,49.0,37.4,23.8,9.4,4.1,1.3,0.6,0.493,0.0,0.788,9.6,0.252,616251,0.039
342,13.8,0.0,9.2,24.6,0.563,27.1,4.8,1998-99,Alonzo Mourning,0.66,36.0,773.0,1180.0,0.655,46.0,38.1,20.1,11.0,1.6,0.7,3.9,0.511,0.0,0.652,7.9,0.216,363765,0.023
343,16.9,0.1,7.2,23.2,0.541,27.2,4.9,1998-99,Tim Duncan,0.74,30.0,740.0,1180.0,0.627,50.0,39.3,21.7,11.4,2.4,0.9,2.5,0.495,0.143,0.69,8.7,0.213,423970,0.027
344,22.0,4.1,9.9,22.2,0.508,32.6,4.6,1998-99,Allen Iverson,0.56,5.0,319.0,1180.0,0.27,48.0,41.5,26.8,4.9,4.6,2.3,0.1,0.412,0.291,0.751,7.2,0.173,338413,0.022
345,14.0,2.5,4.8,22.5,0.527,21.4,5.8,1998-99,Jason Kidd,0.54,2.0,159.0,1180.0,0.135,50.0,41.2,16.9,6.8,10.8,2.3,0.4,0.444,0.366,0.757,8.1,0.188,305834,0.019
346,18.1,0.0,10.2,30.6,0.584,32.4,6.3,1998-99,Shaquille O'Neal,0.62,1.0,89.0,1180.0,0.075,49.0,34.8,26.3,10.7,2.3,0.7,1.7,0.576,0.0,0.54,9.0,0.255,565184,0.036
347,18.5,0.8,4.1,19.5,0.491,24.9,3.0,1998-99,Chris Webber,0.54,0.0,51.0,1180.0,0.043,42.0,40.9,20.0,13.0,4.1,1.4,2.1,0.486,0.118,0.454,3.6,0.102,190360,0.012
348,16.0,0.3,7.6,23.9,0.543,29.6,6.0,1998-99,Grant Hill,0.58,0.0,39.0,1180.0,0.033,50.0,37.0,21.1,7.1,6.0,1.6,0.5,0.479,0.0,0.752,7.3,0.189,838692,0.053
349,18.5,5.6,5.5,23.1,0.519,27.1,5.4,1998-99,Gary Payton,0.5,0.0,35.0,1180.0,0.03,50.0,40.2,21.7,4.9,8.7,2.2,0.2,0.434,0.295,0.721,7.2,0.172,555715,0.035
350,19.1,0.3,4.4,22.4,0.493,27.8,5.7,1998-99,Kevin Garnett,0.5,0.0,9.0,1180.0,0.008,47.0,37.9,20.8,10.4,4.3,1.7,1.8,0.46,0.286,0.704,5.4,0.146,513325,0.033
351,13.7,0.0,9.3,23.6,0.578,28.9,4.7,1998-99,Shawn Kemp,0.44,0.0,7.0,1180.0,0.006,42.0,35.1,20.5,9.2,2.4,1.1,1.1,0.482,0.5,0.789,6.3,0.205,518361,0.033
352,10.8,0.0,7.4,24.9,0.564,23.8,7.4,1998-99,David Robinson,0.74,0.0,6.0,1180.0,0.005,49.0,31.7,15.8,10.0,2.1,1.4,2.4,0.509,0.0,0.658,8.4,0.261,548633,0.035
353,14.5,0.3,5.4,23.1,0.559,25.9,2.9,1998-99,Hakeem Olajuwon,0.62,0.0,3.0,1180.0,0.003,50.0,35.7,18.9,9.6,1.8,1.6,2.5,0.514,0.308,0.717,6.5,0.175,325072,0.021
354,9.6,0.5,3.5,20.4,0.546,21.7,4.3,1998-99,Arvydas Sabonis,0.7,0.0,3.0,1180.0,0.003,50.0,27.0,12.1,7.9,2.4,0.7,1.3,0.485,0.292,0.771,5.8,0.207,107445,0.007
355,10.4,3.8,3.6,22.2,0.575,22.9,5.9,1998-99,Darrell Armstrong,0.66,0.0,2.0,1180.0,0.002,50.0,30.0,13.8,3.6,6.7,2.2,0.1,0.441,0.365,0.904,6.4,0.205,0,0
356,15.3,1.3,5.4,19.6,0.516,25.6,1.9,1998-99,Vince Carter,0.46,0.0,1.0,1180.0,0.001,50.0,35.2,18.3,5.7,3.0,1.1,1.5,0.45,0.288,0.761,5.0,0.136,0,0
357,14.3,2.8,4.2,16.7,0.488,22.4,3.6,1998-99,Anfernee Hardaway,0.66,0.0,1.0,1180.0,0.001,50.0,38.9,15.8,5.7,5.3,2.2,0.5,0.42,0.286,0.706,5.0,0.122,509626,0.032
358,6.7,2.1,1.6,17.9,0.513,16.0,1.5,1998-99,Mark Jackson,0.66,0.0,1.0,1180.0,0.001,49.0,28.2,7.6,3.8,7.9,0.9,0.1,0.419,0.311,0.823,3.8,0.134,0,0
359,16.1,1.7,3.4,19.7,0.523,28.2,0.9,1998-99,Glenn Robinson,0.56,0.0,1.0,1180.0,0.001,47.0,33.6,18.4,5.9,2.1,1.0,0.9,0.459,0.392,0.87,4.0,0.122,0,0
360,15.0,3.9,6.3,17.9,0.526,26.4,3.2,1998-99,Steve Smith,0.62,0.0,1.0,1180.0,0.001,36.0,36.5,18.7,4.2,3.3,1.0,0.3,0.402,0.338,0.849,4.4,0.162,114982,0.007
361,9.7,0.6,3.7,16.7,0.566,20.5,1.9,1998-99,Rasheed Wallace,0.7,0.0,1.0,1180.0,0.001,49.0,28.9,12.8,4.9,1.2,1.0,1.1,0.508,0.419,0.732,5.0,0.169,116865,0.007
362,21.1,0.0,10.4,30.6,0.578,31.2,9.7,1999-00,Shaquille O'Neal,0.8170731707317073,120.0,1207.0,1210.0,0.998,79.0,40.0,29.7,13.6,3.8,0.5,3.0,0.574,0.0,0.524,18.6,0.283,0,0
363,18.8,1.0,5.0,23.6,0.545,27.4,6.1,1999-00,Kevin Garnett,0.6097560975609756,0.0,408.0,1210.0,0.337,81.0,40.0,22.9,11.8,5.0,1.5,1.6,0.497,0.37,0.765,11.6,0.172,0,0
364,15.0,0.1,7.4,25.8,0.596,28.1,4.6,1999-00,Alonzo Mourning,0.6341463414634146,0.0,367.0,1210.0,0.303,79.0,34.8,21.7,9.5,1.6,0.5,3.7,0.551,0.0,0.711,12.9,0.226,0,0
365,18.0,0.1,9.0,27.1,0.582,31.9,6.9,1999-00,Karl Malone,0.6707317073170732,0.0,312.0,1210.0,0.258,82.0,35.9,25.5,9.5,3.7,1.0,0.9,0.509,0.25,0.797,15.3,0.249,0,0
366,17.3,0.1,8.1,24.8,0.555,28.7,6.1,1999-00,Tim Duncan,0.6463414634146342,0.0,248.0,1210.0,0.205,74.0,38.9,23.2,12.4,3.2,0.9,2.2,0.49,0.091,0.761,13.0,0.218,0,0
367,20.3,6.3,5.2,23.6,0.535,26.8,6.8,1999-00,Gary Payton,0.5487804878048781,0.0,180.0,1210.0,0.149,82.0,41.8,24.2,6.5,8.9,1.9,0.2,0.448,0.34,0.735,13.9,0.195,0,0
368,24.8,3.7,8.9,20.0,0.496,34.4,2.6,1999-00,Allen Iverson,0.5975609756097561,1.0,132.0,1210.0,0.109,70.0,40.8,28.4,3.8,4.7,2.1,0.1,0.421,0.341,0.713,6.9,0.116,0,0
369,19.2,1.3,8.2,24.5,0.565,30.5,4.8,1999-00,Grant Hill,0.5121951219512195,0.0,113.0,1210.0,0.093,74.0,37.5,25.8,6.6,5.2,1.4,0.6,0.489,0.347,0.795,10.7,0.185,0,0
370,20.6,1.3,5.5,23.4,0.53,28.2,5.9,1999-00,Chris Webber,0.5365853658536586,0.0,96.0,1210.0,0.079,75.0,38.4,24.5,10.5,4.6,1.6,1.7,0.483,0.284,0.751,10.7,0.179,0,0
371,20.7,2.9,6.7,23.4,0.543,30.0,4.6,1999-00,Vince Carter,0.5487804878048781,0.0,51.0,1210.0,0.042,82.0,38.1,25.7,5.8,3.9,1.3,1.1,0.465,0.403,0.791,11.8,0.182,0,0
372,12.8,2.5,3.7,18.4,0.498,20.0,4.1,1999-00,Jason Kidd,0.6463414634146342,0.0,25.0,1210.0,0.021,67.0,39.0,14.3,7.2,10.1,2.0,0.4,0.409,0.337,0.829,8.5,0.156,0,0
373,17.9,2.2,6.1,21.7,0.546,26.8,5.3,1999-00,Kobe Bryant,0.8170731707317073,0.0,3.0,1210.0,0.002,66.0,38.2,22.5,6.3,4.9,1.6,0.9,0.468,0.319,0.821,10.6,0.202,0,0
374,13.6,4.9,3.0,19.5,0.542,23.9,4.4,1999-00,Darrell Armstrong,0.5,0.0,1.0,1210.0,0.001,82.0,31.6,16.2,3.3,6.1,2.1,0.1,0.433,0.34,0.911,8.0,0.149,0,0
375,20.0,3.0,3.9,19.2,0.522,25.1,2.4,1999-00,Michael Finley,0.4878048780487805,0.0,1.0,1210.0,0.001,82.0,42.2,22.6,6.3,5.3,1.3,0.4,0.457,0.401,0.82,8.3,0.114,0,0
376,12.9,5.0,5.0,17.3,0.603,20.5,3.3,1999-00,Reggie Miller,0.6829268292682927,0.0,1.0,1210.0,0.001,81.0,36.9,18.1,3.0,2.3,1.0,0.3,0.448,0.408,0.919,10.1,0.162,0,0
377,15.0,2.5,3.8,16.7,0.547,23.2,2.1,1999-00,Jalen Rose,0.6829268292682927,0.0,1.0,1210.0,0.001,80.0,37.2,18.2,4.8,4.0,1.1,0.6,0.471,0.393,0.827,7.3,0.118,0,0
378,25.5,4.3,10.1,24.0,0.518,35.9,4.8,2000-01,Allen Iverson,0.6829268292682927,93.0,1121.0,1240.0,0.904,71.0,42.0,31.1,3.8,4.6,2.5,0.3,0.42,0.32,0.814,11.8,0.19,1843011,0.065
379,17.1,0.3,8.1,23.8,0.536,28.7,5.4,2000-01,Tim Duncan,0.7073170731707317,18.0,706.0,1240.0,0.569,82.0,38.7,22.2,12.2,3.0,0.9,2.3,0.499,0.259,0.618,13.2,0.2,1321436,0.047
380,19.2,0.0,13.1,30.2,0.574,31.6,7.3,2000-01,Shaquille O'Neal,0.6829268292682927,7.0,578.0,1240.0,0.466,74.0,39.5,28.7,12.7,3.7,0.6,2.8,0.572,0.0,0.513,14.9,0.245,1807609,0.064
381,23.4,0.4,6.6,24.7,0.516,31.6,4.9,2000-01,Chris Webber,0.6707317073170732,5.0,521.0,1240.0,0.42,70.0,40.5,27.1,11.1,4.2,1.3,1.7,0.481,0.071,0.703,11.0,0.186,661865,0.023
382,18.2,0.8,5.8,23.9,0.531,27.0,5.7,2000-01,Kevin Garnett,0.573170731707317,1.0,151.0,1240.0,0.122,81.0,39.5,22.0,11.4,5.0,1.4,1.8,0.477,0.288,0.764,11.8,0.176,1550976,0.055
383,22.4,2.2,7.6,24.9,0.521,31.2,5.6,2000-01,Tracy McGrady,0.524390243902439,0.0,64.0,1240.0,0.052,77.0,40.1,26.8,7.5,4.6,1.5,1.5,0.457,0.355,0.733,12.2,0.189,228439,0.008
384,16.6,0.1,8.3,24.7,0.572,30.0,5.9,2000-01,Karl Malone,0.6463414634146342,0.0,21.0,1240.0,0.017,81.0,35.7,23.2,8.3,4.5,1.1,0.8,0.498,0.4,0.793,13.1,0.217,327599,0.012
385,14.2,3.0,5.2,19.4,0.51,22.7,4.8,2000-01,Jason Kidd,0.6219512195121951,0.0,18.0,1240.0,0.015,77.0,39.8,16.9,6.4,9.8,2.2,0.3,0.411,0.297,0.814,9.6,0.15,1061031,0.037
386,22.2,2.9,8.2,24.5,0.552,31.8,4.2,2000-01,Kobe Bryant,0.6829268292682927,0.0,11.0,1240.0,0.009,68.0,40.9,28.5,5.9,5.0,1.7,0.6,0.464,0.305,0.853,11.3,0.196,1022897,0.036
387,10.3,0.0,5.9,23.7,0.559,22.8,5.5,2000-01,David Robinson,0.7073170731707317,0.0,8.0,1240.0,0.006,80.0,29.6,14.4,8.6,1.5,1.0,2.5,0.486,0.0,0.747,12.1,0.246,595451,0.021
388,16.0,5.7,4.8,22.9,0.61,24.4,5.6,2000-01,Ray Allen,0.6341463414634146,0.0,7.0,1240.0,0.006,82.0,38.2,22.0,5.2,4.6,1.5,0.2,0.48,0.433,0.888,13.7,0.211,443295,0.016
389,22.1,5.3,6.7,25.0,0.551,30.7,7.0,2000-01,Vince Carter,0.573170731707317,0.0,7.0,1240.0,0.006,75.0,39.7,27.6,5.5,3.9,1.5,1.1,0.46,0.408,0.765,12.9,0.208,1911973,0.068
390,18.5,4.7,9.0,22.3,0.563,30.6,3.2,2000-01,Paul Pierce,0.43902439024390244,0.0,5.0,1240.0,0.004,82.0,38.0,25.3,6.4,3.1,1.7,0.8,0.454,0.383,0.745,10.4,0.16,166401,0.006
391,24.1,5.9,10.1,21.8,0.521,35.2,3.7,2000-01,Jerry Stackhouse,0.3902439024390244,0.0,3.0,1240.0,0.002,80.0,40.2,29.8,3.9,5.1,1.2,0.7,0.402,0.351,0.822,9.2,0.137,0,0
392,18.9,3.2,4.0,18.2,0.521,24.9,2.3,2000-01,Michael Finley,0.6463414634146342,0.0,1.0,1240.0,0.001,82.0,42.0,21.5,5.2,4.4,1.4,0.4,0.458,0.346,0.775,8.5,0.119,197431,0.007
393,11.9,0.0,5.9,17.4,0.555,20.0,2.7,2000-01,Anthony Mason,0.6097560975609756,0.0,1.0,1240.0,0.001,80.0,40.7,16.1,9.6,3.1,1.0,0.3,0.482,0.0,0.781,11.6,0.171,0,0
394,7.9,1.6,3.4,22.3,0.61,18.8,3.5,2000-01,John Stockton,0.6463414634146342,0.0,1.0,1240.0,0.001,82.0,29.2,11.5,2.8,8.7,1.6,0.3,0.504,0.462,0.817,10.8,0.216,259563,0.009
395,18.3,0.1,8.5,27.0,0.576,29.0,7.6,2001-02,Tim Duncan,0.7073170731707317,57.0,954.0,1260.0,0.757,82.0,40.6,25.5,12.7,3.7,0.7,2.5,0.508,0.1,0.799,17.8,0.257,1096522,0.034
396,13.9,4.4,3.0,19.1,0.484,22.5,5.1,2001-02,Jason Kidd,0.6341463414634146,45.0,897.0,1260.0,0.712,82.0,37.3,14.7,7.3,9.9,2.1,0.2,0.391,0.321,0.814,8.9,0.14,1062837,0.033
397,18.3,0.0,10.7,29.7,0.59,31.8,7.0,2001-02,Shaquille O'Neal,0.7073170731707317,15.0,696.0,1260.0,0.552,67.0,36.1,27.2,10.7,3.0,0.6,2.0,0.579,0.0,0.555,13.2,0.262,1541298,0.048
398,20.9,3.7,7.3,25.1,0.532,31.1,6.0,2001-02,Tracy McGrady,0.5365853658536586,7.0,390.0,1260.0,0.31,76.0,38.3,25.6,7.9,5.3,1.6,1.0,0.451,0.364,0.748,11.5,0.189,827122,0.025
399,20.0,1.7,7.4,23.2,0.544,30.4,4.4,2001-02,Kobe Bryant,0.7073170731707317,1.0,98.0,1260.0,0.078,80.0,38.3,25.2,5.5,5.5,1.5,0.4,0.469,0.25,0.829,12.7,0.199,1433747,0.044
400,19.2,2.9,4.1,22.9,0.526,27.2,4.6,2001-02,Gary Payton,0.5487804878048781,1.0,54.0,1260.0,0.043,82.0,40.3,22.1,4.8,9.0,1.6,0.3,0.467,0.314,0.797,12.6,0.183,732671,0.023
401,19.9,0.4,6.3,24.4,0.54,29.0,6.2,2001-02,Chris Webber,0.7439024390243902,0.0,37.0,1260.0,0.029,54.0,38.4,24.5,10.1,4.8,1.7,1.4,0.495,0.263,0.749,8.6,0.2,1306243,0.04
402,16.6,4.6,6.8,24.1,0.599,25.5,4.7,2001-02,Dirk Nowitzki,0.6951219512195121,0.0,31.0,1260.0,0.025,76.0,38.0,23.4,9.9,2.4,1.1,1.0,0.477,0.397,0.853,13.4,0.222,0,0
403,27.8,4.5,9.8,21.9,0.489,37.8,3.8,2001-02,Allen Iverson,0.524390243902439,0.0,29.0,1260.0,0.023,60.0,43.7,31.4,4.5,5.5,2.8,0.2,0.398,0.291,0.812,6.9,0.126,1508142,0.046
404,6.0,0.0,2.9,18.6,0.522,10.5,5.9,2001-02,Ben Wallace,0.6097560975609756,0.0,24.0,1260.0,0.019,80.0,36.5,7.6,13.0,1.4,1.7,3.5,0.531,0.0,0.423,11.6,0.19,0,0
405,19.5,6.3,7.8,22.3,0.57,29.3,4.9,2001-02,Paul Pierce,0.5975609756097561,0.0,22.0,1260.0,0.017,82.0,40.3,26.1,6.9,3.2,1.9,1.0,0.442,0.404,0.809,12.9,0.187,0,0
406,17.3,1.4,5.5,23.8,0.536,26.0,6.7,2001-02,Kevin Garnett,0.6097560975609756,0.0,17.0,1260.0,0.013,81.0,39.2,21.2,12.1,5.2,1.2,1.6,0.47,0.319,0.801,12.8,0.194,1003336,0.031
407,22.1,0.9,5.6,20.7,0.468,36.0,2.4,2001-02,Michael Jordan,0.45121951219512196,0.0,16.0,1260.0,0.013,60.0,34.9,22.9,5.7,5.2,1.4,0.4,0.416,0.189,0.79,3.3,0.075,0,0
408,13.3,4.2,3.6,20.7,0.602,23.0,2.3,2001-02,Steve Nash,0.6951219512195121,0.0,5.0,1260.0,0.004,82.0,34.6,17.9,3.1,7.7,0.6,0.0,0.483,0.455,0.887,9.9,0.167,0,0
409,17.4,3.9,7.6,19.0,0.518,32.3,0.7,2001-02,Jerry Stackhouse,0.6097560975609756,0.0,3.0,1260.0,0.002,76.0,35.3,21.4,4.1,5.3,1.0,0.5,0.397,0.287,0.858,5.8,0.104,459575,0.014
410,12.3,1.7,2.4,14.9,0.513,19.7,-0.4,2001-02,Mike Bibby,0.7439024390243902,0.0,1.0,1260.0,0.001,80.0,33.2,13.7,2.8,5.0,1.1,0.2,0.453,0.37,0.803,6.3,0.113,0,0
411,12.6,0.0,6.6,23.6,0.586,21.1,6.2,2001-02,Elton Brand,0.47560975609756095,0.0,1.0,1260.0,0.001,80.0,37.8,18.2,11.6,2.4,1.0,2.0,0.527,0.0,0.742,13.6,0.216,315723,0.01
412,15.9,4.4,4.5,19.3,0.592,23.2,2.7,2001-02,Peja Stojakovic,0.7439024390243902,0.0,1.0,1260.0,0.001,71.0,37.3,21.2,5.3,2.5,1.1,0.2,0.484,0.416,0.876,9.9,0.179,0,0
413,17.2,0.3,7.8,26.9,0.564,28.0,7.4,2002-03,Tim Duncan,0.7317073170731707,60.0,962.0,1190.0,0.808,81.0,39.3,23.3,12.9,3.9,0.7,2.9,0.513,0.273,0.71,16.5,0.248,762289,0.04
