,fga,fg3a,fta,per,ts_pct,usg_pct,bpm,season,player,win_pct,votes_first,points_won,points_max,award_share,g,mp_per_g,pts_per_g,trb_perg,ast_per_g,stl_per_g,blk_per_g,fg_pct,fg3_pct,ft_pct,ws,ws_per_48,all_star_votes,all_star_share
414,18.1,0.9,6.1,26.4,0.553,26.4,8.7,2002-03,Kevin Garnett,0.6219512195121951,43.0,871.0,1190.0,0.732,82.0,40.5,23.0,13.4,6.0,1.4,1.6,0.502,0.282,0.751,15.6,0.225,880692,0.046
415,23.5,4.0,8.7,26.2,0.55,32.9,6.4,2002-03,Kobe Bryant,0.6097560975609756,8.0,496.0,1190.0,0.417,82.0,41.5,30.0,6.9,5.9,2.2,0.8,0.451,0.383,0.843,14.9,0.21,1121753,0.059
416,24.2,6.0,9.7,30.3,0.564,35.2,9.7,2002-03,Tracy McGrady,0.5121951219512195,4.0,427.0,1190.0,0.359,75.0,39.4,32.1,6.5,5.5,1.7,0.8,0.457,0.386,0.793,16.1,0.262,453276,0.024
417,18.1,0.0,10.8,29.5,0.602,30.2,6.3,2002-03,Shaquille O'Neal,0.6097560975609756,3.0,126.0,1190.0,0.106,67.0,37.8,27.5,11.1,3.1,0.6,2.4,0.574,0.0,0.622,13.2,0.25,1247438,0.066
418,23.7,3.7,9.0,21.2,0.5,32.9,2.8,2002-03,Allen Iverson,0.5853658536585366,0.0,83.0,1190.0,0.07,82.0,42.5,27.6,4.2,5.5,2.7,0.2,0.414,0.277,0.774,9.2,0.127,920502,0.049
419,18.6,4.9,6.9,25.6,0.581,27.4,5.7,2002-03,Dirk Nowitzki,0.7317073170731707,0.0,43.0,1190.0,0.036,80.0,39.0,25.1,9.9,3.0,1.4,1.0,0.463,0.379,0.881,16.1,0.249,398184,0.021
420,6.0,0.1,2.6,17.2,0.486,10.2,5.1,2002-03,Ben Wallace,0.6097560975609756,1.0,33.0,1190.0,0.028,73.0,39.4,6.9,15.4,1.6,1.4,3.2,0.481,0.167,0.45,10.6,0.176,0,0
421,15.6,4.6,5.0,22.2,0.526,25.9,6.9,2002-03,Jason Kidd,0.5975609756097561,0.0,31.0,1190.0,0.026,80.0,37.4,18.7,6.3,8.9,2.2,0.3,0.414,0.341,0.841,11.3,0.182,442630,0.023
422,21.4,0.3,5.3,20.9,0.485,30.4,3.8,2002-03,Chris Webber,0.7195121951219512,0.0,19.0,1190.0,0.016,67.0,39.1,23.0,10.5,5.4,1.6,1.3,0.461,0.238,0.607,6.9,0.127,553401,0.029
423,19.3,3.7,4.5,18.0,0.507,27.1,2.0,2002-03,Jamal Mashburn,0.573170731707317,0.0,1.0,1190.0,0.001,82.0,40.5,21.6,6.1,5.6,1.0,0.2,0.422,0.389,0.848,9.0,0.13,148069,0.008
424,13.6,3.3,4.1,22.6,0.576,24.4,3.3,2002-03,Steve Nash,0.7317073170731707,0.0,1.0,1190.0,0.001,82.0,33.1,17.7,2.9,7.3,1.0,0.1,0.465,0.413,0.909,11.6,0.206,278664,0.015
425,20.2,4.9,9.5,22.7,0.532,33.2,4.2,2002-03,Paul Pierce,0.5365853658536586,0.0,1.0,1190.0,0.001,79.0,39.2,25.9,7.3,4.4,1.8,0.8,0.416,0.302,0.802,10.1,0.157,254840,0.013
426,19.6,0.5,5.7,29.4,0.547,29.6,9.9,2003-04,Kevin Garnett,0.7073170731707317,120.0,1219.0,1230.0,0.991,82.0,39.4,24.2,13.9,5.0,1.5,2.2,0.499,0.256,0.791,18.3,0.272,1086780,0.039
427,17.1,0.2,8.5,27.1,0.534,29.7,7.3,2003-04,Tim Duncan,0.6951219512195121,0.0,716.0,1230.0,0.582,69.0,36.6,22.3,12.4,3.1,0.9,2.7,0.501,0.167,0.599,13.1,0.249,1179955,0.042
428,17.9,0.2,5.9,21.1,0.489,30.2,1.8,2003-04,Jermaine O'Neal,0.7439024390243902,2.0,523.0,1230.0,0.425,78.0,35.7,20.1,10.0,2.1,0.8,2.6,0.434,0.111,0.757,9.0,0.155,940958,0.033
429,17.1,6.8,5.2,21.8,0.624,23.9,3.7,2003-04,Peja Stojakovic,0.6707317073170732,1.0,281.0,1230.0,0.228,81.0,40.3,24.2,6.3,2.1,1.3,0.2,0.48,0.433,0.927,13.5,0.198,0,0
430,18.1,3.3,8.2,23.7,0.551,29.1,5.7,2003-04,Kobe Bryant,0.6829268292682927,0.0,212.0,1230.0,0.172,65.0,37.6,24.0,5.5,5.1,1.7,0.4,0.438,0.327,0.852,10.7,0.21,1474386,0.052
431,14.1,0.0,10.1,24.4,0.578,26.3,5.4,2003-04,Shaquille O'Neal,0.6829268292682927,0.0,178.0,1230.0,0.145,67.0,36.8,21.5,11.5,2.9,0.5,2.5,0.584,0.0,0.49,9.9,0.192,1049081,0.037
432,9.2,0.1,3.6,17.3,0.441,15.3,5.1,2003-04,Ben Wallace,0.6585365853658537,0.0,24.0,1230.0,0.02,81.0,37.7,9.5,12.4,1.7,1.8,3.0,0.421,0.125,0.49,10.2,0.16,1123090,0.04
433,14.3,4.4,3.7,19.7,0.485,24.6,4.5,2003-04,Jason Kidd,0.573170731707317,0.0,17.0,1230.0,0.014,67.0,36.6,15.5,6.4,9.2,1.8,0.2,0.384,0.321,0.827,7.2,0.141,962325,0.034
434,18.9,2.7,5.8,18.3,0.488,28.2,1.9,2003-04,LeBron James,0.4268292682926829,0.0,11.0,1230.0,0.009,79.0,39.5,20.9,5.5,5.9,1.6,0.7,0.417,0.29,0.754,5.1,0.078,0,0
435,15.7,2.3,4.1,22.8,0.566,27.2,4.3,2003-04,Sam Cassell,0.7073170731707317,0.0,4.0,1230.0,0.003,81.0,35.0,19.8,3.3,7.3,1.3,0.2,0.488,0.398,0.873,12.1,0.205,0,0
436,20.9,8.7,5.3,20.7,0.492,30.1,5.6,2003-04,Baron Davis,0.5,0.0,4.0,1230.0,0.003,67.0,40.1,22.9,4.3,7.5,2.4,0.4,0.395,0.321,0.673,7.5,0.133,189818,0.007
437,17.0,3.8,5.5,22.5,0.561,24.5,3.4,2003-04,Dirk Nowitzki,0.6341463414634146,0.0,4.0,1230.0,0.003,77.0,37.9,21.8,8.7,2.7,1.2,1.4,0.462,0.341,0.877,11.5,0.19,1079425,0.038
438,11.9,2.6,6.4,22.6,0.559,21.9,8.2,2003-04,Andrei Kirilenko,0.5121951219512195,0.0,2.0,1230.0,0.002,78.0,37.1,16.5,8.1,3.1,1.9,2.8,0.443,0.338,0.79,11.6,0.192,0,0
439,17.9,2.6,6.4,17.6,0.509,28.5,0.1,2003-04,Carmelo Anthony,0.524390243902439,0.0,1.0,1230.0,0.001,82.0,36.5,21.0,6.1,2.8,1.2,0.5,0.426,0.322,0.777,6.1,0.098,0,0
440,12.5,0.0,5.4,21.9,0.586,25.3,1.9,2003-04,Yao Ming,0.5487804878048781,0.0,1.0,1230.0,0.001,82.0,32.8,17.5,9.0,1.5,0.3,1.9,0.522,0.0,0.809,11.4,0.202,1286324,0.046
441,17.5,4.4,5.4,19.9,0.544,26.3,2.2,2003-04,Michael Redd,0.5,0.0,1.0,1230.0,0.001,82.0,36.8,21.7,5.0,2.3,1.0,0.1,0.44,0.35,0.868,9.7,0.154,0,0
442,11.4,2.9,3.2,22.0,0.606,20.5,1.7,2004-05,Steve Nash,0.7560975609756098,65.0,1066.0,1270.0,0.839,75.0,34.3,15.5,3.3,11.5,1.0,0.1,0.502,0.431,0.887,10.9,0.203,582243,0.018
443,15.0,0.0,10.5,27.0,0.583,30.5,5.6,2004-05,Shaquille O'Neal,0.7195121951219512,58.0,1032.0,1270.0,0.813,73.0,34.1,22.9,10.4,2.7,0.5,2.3,0.601,0.0,0.461,11.0,0.211,1453286,0.044
444,18.5,2.9,9.1,26.1,0.578,28.7,5.7,2004-05,Dirk Nowitzki,0.7073170731707317,0.0,349.0,1270.0,0.275,78.0,38.7,26.1,9.7,3.1,1.2,1.5,0.459,0.399,0.869,15.6,0.248,572362,0.017
445,15.8,0.1,6.9,27.0,0.54,28.9,6.4,2004-05,Tim Duncan,0.7195121951219512,1.0,328.0,1270.0,0.258,66.0,33.4,20.3,11.1,2.7,0.7,2.6,0.496,0.333,0.67,11.2,0.245,1681435,0.051
446,24.2,4.5,10.5,23.2,0.532,35.0,4.3,2004-05,Allen Iverson,0.524390243902439,2.0,240.0,1270.0,0.189,75.0,42.3,30.7,4.0,7.9,2.4,0.1,0.424,0.308,0.835,9.0,0.136,1731648,0.053
447,21.1,3.9,8.0,25.7,0.554,29.7,8.3,2004-05,LeBron James,0.5121951219512195,0.0,93.0,1270.0,0.073,80.0,42.4,27.2,7.4,7.2,2.2,0.7,0.472,0.351,0.75,14.3,0.203,768532,0.023
448,21.3,5.6,7.1,22.9,0.526,31.2,6.8,2004-05,Tracy McGrady,0.6219512195121951,0.0,44.0,1270.0,0.035,78.0,40.8,25.7,6.2,5.7,1.7,0.7,0.431,0.326,0.774,12.0,0.18,1231825,0.037
449,17.1,0.6,9.9,23.1,0.561,30.9,4.4,2004-05,Dwyane Wade,0.7195121951219512,0.0,43.0,1270.0,0.034,77.0,38.6,24.1,5.2,6.8,1.6,1.1,0.478,0.289,0.762,11.0,0.177,0,0
450,16.7,0.2,9.9,26.6,0.617,28.3,3.4,2004-05,Amar'e Stoudemire,0.7560975609756098,1.0,41.0,1270.0,0.032,80.0,36.1,26.0,8.9,1.6,1.0,1.6,0.559,0.188,0.733,14.6,0.243,0,0
451,19.2,7.1,5.5,20.9,0.555,28.0,3.7,2004-05,Ray Allen,0.6341463414634146,0.0,41.0,1270.0,0.032,78.0,39.3,23.9,4.4,3.7,1.1,0.1,0.428,0.376,0.883,10.7,0.168,303337,0.009
452,16.6,0.3,6.7,28.2,0.567,27.1,9.7,2004-05,Kevin Garnett,0.5365853658536586,0.0,15.0,1270.0,0.012,82.0,38.1,22.2,13.5,5.7,1.5,1.4,0.502,0.24,0.811,16.1,0.248,1780918,0.054
453,19.0,7.0,8.0,21.3,0.565,27.3,4.0,2004-05,Gilbert Arenas,0.5487804878048781,0.0,4.0,1270.0,0.003,80.0,40.9,25.5,4.7,5.1,1.7,0.3,0.431,0.365,0.814,11.5,0.169,0,0
454,20.0,4.1,6.0,22.9,0.541,31.6,5.3,2004-05,Vince Carter,0.5,0.0,3.0,1270.0,0.002,77.0,36.7,24.5,5.2,4.2,1.4,0.6,0.452,0.406,0.798,9.4,0.159,2127183,0.065
455,9.2,0.0,3.0,15.5,0.512,15.9,1.3,2004-05,P.J. Brown,0.21951219512195122,0.0,1.0,1270.0,0.001,82.0,34.4,10.8,9.0,2.2,0.9,0.6,0.446,0.0,0.864,6.9,0.118,0,0
456,9.1,0.1,2.6,18.0,0.505,17.2,3.4,2004-05,Marcus Camby,0.5975609756097561,0.0,1.0,1270.0,0.001,66.0,30.5,10.3,10.0,2.3,0.9,3.0,0.465,0.0,0.723,5.8,0.138,0,0
457,15.9,4.2,3.4,21.7,0.556,21.3,4.9,2004-05,Shawn Marion,0.7560975609756098,0.0,1.0,1270.0,0.001,81.0,38.8,19.4,11.3,1.9,2.0,1.5,0.476,0.334,0.833,12.5,0.191,0,0
458,13.4,4.3,3.5,23.3,0.632,23.3,3.7,2005-06,Steve Nash,0.6585365853658537,57.0,924.0,1250.0,0.739,79.0,35.4,18.8,4.2,10.5,0.8,0.2,0.512,0.439,0.921,12.4,0.212,1148275,0.03
459,23.1,4.8,10.3,28.1,0.568,33.6,9.3,2005-06,LeBron James,0.6097560975609756,16.0,688.0,1250.0,0.55,79.0,42.5,31.4,7.0,6.6,1.6,0.8,0.48,0.335,0.738,16.3,0.232,1661204,0.043
460,19.3,3.3,7.4,28.1,0.589,30.0,5.7,2005-06,Dirk Nowitzki,0.7317073170731707,14.0,544.0,1250.0,0.435,81.0,38.1,26.6,9.0,2.8,0.7,1.0,0.48,0.406,0.901,17.7,0.275,846912,0.022
461,27.2,6.5,10.2,28.0,0.559,38.7,5.8,2005-06,Kobe Bryant,0.5487804878048781,22.0,483.0,1250.0,0.386,80.0,41.0,35.4,5.3,4.5,1.8,0.4,0.45,0.347,0.85,15.3,0.224,1815952,0.047
462,12.5,5.2,6.4,23.4,0.602,22.9,4.7,2005-06,Chauncey Billups,0.7804878048780488,15.0,430.0,1250.0,0.344,81.0,36.1,18.5,3.1,8.6,0.9,0.1,0.418,0.433,0.894,15.5,0.254,324542,0.008
463,18.8,1.0,10.7,27.6,0.577,32.5,7.5,2005-06,Dwyane Wade,0.6341463414634146,0.0,87.0,1250.0,0.07,75.0,38.6,27.2,5.7,6.7,1.9,0.8,0.495,0.171,0.783,14.4,0.239,1195888,0.031
464,18.2,0.0,7.2,26.5,0.58,27.7,6.3,2005-06,Elton Brand,0.573170731707317,1.0,50.0,1250.0,0.04,79.0,39.2,24.7,10.0,2.6,1.0,2.5,0.527,0.333,0.775,14.8,0.229,0,0
465,14.8,0.1,6.7,23.1,0.523,27.7,4.6,2005-06,Tim Duncan,0.7682926829268293,0.0,33.0,1250.0,0.026,80.0,34.8,18.6,11.0,3.2,0.9,2.0,0.484,0.4,0.629,10.8,0.187,1812522,0.047
466,14.2,0.5,4.5,20.8,0.584,27.1,2.6,2005-06,Tony Parker,0.7682926829268293,0.0,9.0,1250.0,0.007,80.0,33.9,18.9,3.3,5.8,1.0,0.1,0.548,0.306,0.707,9.6,0.169,405826,0.011
467,25.3,3.1,11.5,25.9,0.543,35.8,3.5,2005-06,Allen Iverson,0.4634146341463415,0.0,1.0,1250.0,0.001,72.0,43.1,33.0,3.2,7.4,1.9,0.1,0.447,0.323,0.814,10.6,0.165,1590400,0.041
468,16.9,3.6,3.7,23.6,0.591,22.3,5.3,2005-06,Shawn Marion,0.6585365853658537,0.0,1.0,1250.0,0.001,81.0,40.3,21.8,11.8,1.8,2.0,1.7,0.525,0.331,0.809,14.6,0.214,264203,0.007
469,17.2,2.2,7.1,27.6,0.605,28.9,6.7,2006-07,Dirk Nowitzki,0.8170731707317073,83.0,1138.0,1290.0,0.882,78.0,36.2,24.6,8.9,3.4,0.7,0.8,0.502,0.416,0.904,16.3,0.278,626083,0.016
470,12.8,4.5,3.3,23.8,0.654,22.9,3.8,2006-07,Steve Nash,0.7439024390243902,44.0,1013.0,1290.0,0.785,76.0,35.3,18.6,3.5,11.6,0.8,0.1,0.532,0.455,0.899,12.6,0.225,1818230,0.046
471,22.8,5.2,10.0,26.1,0.58,33.6,4.7,2006-07,Kobe Bryant,0.5121951219512195,2.0,521.0,1290.0,0.404,77.0,40.8,31.6,5.7,5.4,1.4,0.5,0.463,0.344,0.868,13.0,0.199,2271631,0.058
472,14.1,0.1,7.1,26.1,0.579,27.9,7.1,2006-07,Tim Duncan,0.7073170731707317,0.0,286.0,1290.0,0.222,80.0,34.1,20.0,10.6,3.4,0.8,2.4,0.546,0.111,0.637,13.0,0.23,1518796,0.039
473,20.8,4.0,9.0,24.5,0.552,31.0,7.4,2006-07,LeBron James,0.6097560975609756,0.0,183.0,1290.0,0.142,78.0,40.9,27.3,6.7,6.0,1.6,0.7,0.476,0.319,0.698,13.7,0.206,2207697,0.056
474,20.8,5.4,6.9,23.2,0.515,35.0,6.2,2006-07,Tracy McGrady,0.6341463414634146,0.0,110.0,1290.0,0.085,71.0,35.8,24.6,5.3,6.5,1.3,0.5,0.431,0.331,0.707,8.6,0.163,1818932,0.046
475,15.9,0.5,8.6,22.6,0.577,26.7,2.6,2006-07,Chris Bosh,0.573170731707317,0.0,43.0,1290.0,0.033,69.0,38.5,22.6,10.7,2.5,0.6,1.3,0.496,0.343,0.785,9.6,0.174,352033,0.009
476,20.9,7.9,9.7,24.0,0.565,31.4,5.0,2006-07,Gilbert Arenas,0.5,0.0,31.0,1290.0,0.024,74.0,39.8,28.4,4.6,6.0,1.9,0.2,0.418,0.351,0.844,10.8,0.177,453971,0.012
477,15.6,0.0,5.0,24.1,0.588,26.5,4.6,2006-07,Carlos Boozer,0.6219512195121951,0.0,7.0,1290.0,0.005,74.0,34.6,20.9,11.7,3.0,0.9,0.3,0.561,0.0,0.685,9.9,0.185,0,0
478,17.6,0.7,6.6,24.1,0.546,27.4,5.0,2006-07,Kevin Garnett,0.3902439024390244,0.0,7.0,1290.0,0.005,76.0,39.4,22.4,12.8,4.1,1.2,1.7,0.476,0.214,0.835,10.7,0.171,1479386,0.038
479,11.6,4.5,6.2,21.3,0.591,21.5,4.4,2006-07,Chauncey Billups,0.6463414634146342,0.0,4.0,1290.0,0.003,70.0,36.2,17.0,3.4,7.2,1.2,0.2,0.427,0.345,0.883,11.4,0.216,717006,0.018
480,12.0,0.0,7.4,21.7,0.567,29.4,0.9,2006-07,Shaquille O'Neal,0.5365853658536586,0.0,3.0,1290.0,0.002,40.0,28.4,17.3,7.4,2.0,0.2,1.4,0.591,0.0,0.422,2.8,0.119,2192542,0.056
481,18.9,1.5,10.5,28.9,0.583,34.7,8.4,2006-07,Dwyane Wade,0.5365853658536586,0.0,3.0,1290.0,0.002,51.0,37.9,27.4,4.7,7.5,2.1,1.2,0.491,0.266,0.807,8.8,0.219,1499664,0.038
482,12.9,0.0,7.1,23.1,0.637,25.8,1.6,2006-07,Amar'e Stoudemire,0.7439024390243902,0.0,2.0,1290.0,0.002,82.0,32.8,20.4,9.6,1.0,1.0,1.3,0.575,0.0,0.781,11.2,0.201,270109,0.007
483,22.4,2.3,8.7,22.1,0.552,33.4,2.0,2006-07,Carmelo Anthony,0.5487804878048781,0.0,1.0,1290.0,0.001,65.0,38.2,28.9,6.0,3.8,1.2,0.4,0.476,0.268,0.808,7.3,0.14,458410,0.012
484,16.3,4.4,5.9,21.0,0.53,26.5,3.4,2006-07,Baron Davis,0.5121951219512195,0.0,1.0,1290.0,0.001,63.0,35.3,20.1,4.4,8.1,2.1,0.5,0.439,0.304,0.745,6.4,0.139,416811,0.011
485,14.2,0.5,4.5,21.4,0.572,27.4,2.7,2006-07,Tony Parker,0.7073170731707317,0.0,1.0,1290.0,0.001,77.0,32.5,18.6,3.2,5.5,1.1,0.1,0.52,0.395,0.783,9.6,0.185,646739,0.016
486,20.6,5.1,9.0,24.2,0.576,31.4,5.4,2007-08,Kobe Bryant,0.6951219512195121,82.0,1100.0,1260.0,0.873,82.0,38.9,28.3,6.3,5.4,1.8,0.5,0.459,0.361,0.84,13.8,0.208,2138777,0.048
487,16.1,3.1,4.9,28.3,0.576,25.7,9.2,2007-08,Chris Paul,0.6829268292682927,28.0,894.0,1260.0,0.71,80.0,37.6,21.1,4.0,11.6,2.7,0.1,0.488,0.369,0.851,17.8,0.284,462206,0.01
488,13.9,0.2,4.7,25.3,0.588,25.5,7.4,2007-08,Kevin Garnett,0.8048780487804879,15.0,670.0,1260.0,0.532,71.0,32.8,18.8,9.2,3.4,1.4,1.3,0.539,0.0,0.801,12.9,0.265,1616575,0.037
489,21.9,4.8,10.3,29.1,0.568,33.5,11.2,2007-08,LeBron James,0.5487804878048781,1.0,438.0,1260.0,0.348,75.0,40.4,30.0,7.9,7.2,1.8,1.1,0.484,0.315,0.712,15.2,0.242,2516049,0.057
490,11.9,0.0,10.9,22.9,0.619,24.2,2.2,2007-08,Dwight Howard,0.6341463414634146,0.0,60.0,1260.0,0.048,82.0,37.7,20.7,14.2,1.3,0.9,2.1,0.599,0.0,0.59,12.9,0.2,1464613,0.033
491,15.3,0.4,8.7,27.6,0.656,28.2,3.9,2007-08,Amar'e Stoudemire,0.6707317073170732,0.0,27.0,1260.0,0.021,79.0,33.9,25.2,9.1,1.5,0.8,2.1,0.59,0.161,0.805,14.6,0.262,1209333,0.027
492,15.1,0.1,5.9,24.4,0.546,28.2,4.7,2007-08,Tim Duncan,0.6829268292682927,0.0,25.0,1260.0,0.02,78.0,34.0,19.3,11.3,2.8,0.7,1.9,0.497,0.0,0.73,11.1,0.201,1436584,0.032
493,19.8,4.5,5.4,18.4,0.487,30.4,2.4,2007-08,Tracy McGrady,0.6707317073170732,0.0,19.0,1260.0,0.015,66.0,37.0,21.6,5.1,5.9,1.0,0.5,0.419,0.292,0.684,5.8,0.115,1942746,0.044
494,11.9,4.7,3.0,21.1,0.641,22.0,1.6,2007-08,Steve Nash,0.6707317073170732,0.0,18.0,1260.0,0.014,81.0,34.3,16.9,3.5,11.1,0.7,0.1,0.504,0.47,0.906,10.5,0.181,1504826,0.034
495,13.3,5.3,6.0,24.3,0.612,28.7,8.1,2007-08,Manu Ginobili,0.6829268292682927,0.0,9.0,1260.0,0.007,74.0,31.1,19.5,4.8,4.5,1.5,0.4,0.46,0.401,0.86,11.1,0.232,0,0
496,17.1,2.9,7.1,24.6,0.585,28.8,5.2,2007-08,Dirk Nowitzki,0.6219512195121951,0.0,5.0,1260.0,0.004,77.0,36.0,23.6,8.6,3.5,0.7,0.9,0.479,0.359,0.879,12.9,0.223,1276304,0.029
497,13.6,2.6,5.0,20.8,0.595,23.1,2.1,2007-08,Deron Williams,0.6585365853658537,0.0,4.0,1260.0,0.003,82.0,37.3,18.8,3.0,10.5,1.1,0.3,0.507,0.395,0.803,11.3,0.177,0,0
498,19.2,2.1,7.7,21.1,0.568,30.2,1.6,2007-08,Carmelo Anthony,0.6097560975609756,0.0,3.0,1260.0,0.002,77.0,36.4,25.7,7.4,3.4,1.3,0.5,0.492,0.354,0.786,8.2,0.14,1309945,0.03
499,16.0,0.0,4.9,21.9,0.581,26.6,3.2,2007-08,Carlos Boozer,0.6585365853658537,0.0,1.0,1260.0,0.001,81.0,34.9,21.1,10.4,2.9,1.2,0.5,0.547,0.0,0.738,10.2,0.173,359882,0.008
500,17.9,4.5,5.5,20.3,0.525,25.9,0.3,2007-08,Antawn Jamison,0.524390243902439,0.0,1.0,1260.0,0.001,79.0,38.7,21.4,10.2,1.5,1.3,0.4,0.436,0.339,0.76,9.2,0.144,0,0
501,13.7,4.6,6.1,19.6,0.599,24.8,4.7,2007-08,Paul Pierce,0.8048780487804879,0.0,1.0,1260.0,0.001,80.0,35.9,19.6,5.1,4.5,1.3,0.5,0.464,0.392,0.843,12.4,0.207,615911,0.014
502,11.3,4.1,1.9,17.2,0.523,20.5,4.0,2007-08,Rasheed Wallace,0.7195121951219512,0.0,1.0,1260.0,0.001,77.0,30.5,12.7,6.6,1.8,1.2,1.7,0.432,0.356,0.767,7.6,0.155,549693,0.012
503,19.9,4.7,9.4,31.7,0.591,33.8,13.0,2008-09,LeBron James,0.8048780487804879,109.0,1172.0,1210.0,0.969,81.0,37.7,28.4,7.6,7.2,1.7,1.1,0.489,0.344,0.78,20.3,0.318,2108831,0.054
504,20.9,4.1,6.9,24.4,0.561,32.2,4.5,2008-09,Kobe Bryant,0.7926829268292683,2.0,698.0,1210.0,0.577,82.0,36.1,26.8,5.2,4.9,1.5,0.5,0.467,0.351,0.856,12.7,0.206,2004940,0.051
505,22.0,3.5,9.8,30.4,0.574,36.2,10.7,2008-09,Dwyane Wade,0.524390243902439,7.0,680.0,1210.0,0.562,79.0,38.6,30.2,5.0,7.5,2.2,1.3,0.491,0.317,0.765,14.7,0.232,1608260,0.041
506,12.4,0.0,10.7,25.4,0.6,26.1,4.4,2008-09,Dwight Howard,0.7195121951219512,1.0,328.0,1210.0,0.271,79.0,35.7,20.6,13.8,1.4,1.0,2.9,0.572,0.0,0.594,13.8,0.234,2066991,0.053
507,16.1,2.3,6.7,30.0,0.599,27.5,11.2,2008-09,Chris Paul,0.5975609756097561,2.0,192.0,1210.0,0.159,78.0,38.5,22.8,5.5,11.0,2.8,0.1,0.503,0.364,0.868,18.3,0.292,563525,0.014
508,12.4,5.0,5.8,18.8,0.592,21.7,2.5,2008-09,Chauncey Billups,0.5,0.0,33.0,1210.0,0.027,79.0,35.3,17.7,3.0,6.4,1.2,0.2,0.418,0.408,0.913,10.1,0.174,625772,0.016
509,14.6,3.8,6.8,17.7,0.582,25.4,2.5,2008-09,Paul Pierce,0.7560975609756098,0.0,21.0,1210.0,0.017,81.0,37.5,20.5,5.6,3.6,1.0,0.3,0.457,0.391,0.83,10.3,0.164,574159,0.015
510,17.5,0.9,5.0,23.4,0.556,31.7,3.1,2008-09,Tony Parker,0.6585365853658537,0.0,9.0,1210.0,0.007,72.0,34.1,22.0,3.1,6.9,0.9,0.1,0.506,0.292,0.782,8.6,0.168,500009,0.013
511,16.9,2.8,6.5,24.0,0.573,27.4,5.8,2008-09,Brandon Roy,0.6585365853658537,0.0,7.0,1210.0,0.006,78.0,37.2,22.6,4.7,5.1,1.1,0.3,0.48,0.377,0.824,13.5,0.223,0,0
512,20.0,2.1,6.7,23.1,0.564,30.3,1.2,2008-09,Dirk Nowitzki,0.6097560975609756,0.0,3.0,1210.0,0.002,81.0,37.7,25.9,8.4,2.4,0.8,0.8,0.479,0.359,0.89,10.9,0.171,1259025,0.032
513,14.8,0.0,6.4,24.4,0.549,28.5,4.6,2008-09,Tim Duncan,0.6585365853658537,0.0,2.0,1210.0,0.002,75.0,33.7,19.3,10.7,3.5,0.5,1.7,0.504,0.0,0.692,10.1,0.191,1712800,0.044
514,13.4,0.0,5.7,22.7,0.618,26.2,3.0,2008-09,Yao Ming,0.6463414634146342,0.0,1.0,1210.0,0.001,77.0,33.6,19.7,9.9,1.8,0.4,1.9,0.548,1.0,0.866,10.6,0.196,1709180,0.044
515,20.1,5.1,10.2,31.1,0.604,33.5,12.5,2009-10,LeBron James,0.7439024390243902,116.0,1205.0,1230.0,0.98,76.0,39.0,29.7,7.3,8.6,1.6,1.0,0.503,0.333,0.767,18.5,0.299,2940823,0.052
516,20.3,4.3,10.2,26.2,0.607,32.0,5.1,2009-10,Kevin Durant,0.6097560975609756,4.0,609.0,1230.0,0.495,82.0,39.5,30.1,7.6,2.8,1.4,1.0,0.476,0.365,0.9,16.1,0.238,0,0
517,21.5,4.1,7.4,21.9,0.545,32.3,3.6,2009-10,Kobe Bryant,0.6951219512195121,0.0,599.0,1230.0,0.487,73.0,38.8,27.0,5.4,5.0,1.5,0.3,0.456,0.329,0.811,9.4,0.16,2805397,0.05
518,10.2,0.1,10.0,24.0,0.63,23.9,5.5,2009-10,Dwight Howard,0.7195121951219512,3.0,478.0,1230.0,0.389,82.0,34.7,18.3,13.2,1.8,0.9,2.8,0.612,0.0,0.592,13.2,0.223,3150181,0.056
519,19.6,3.2,9.1,28.0,0.562,34.9,9.4,2009-10,Dwyane Wade,0.573170731707317,0.0,119.0,1230.0,0.097,77.0,36.3,26.6,4.8,6.5,1.8,1.1,0.476,0.3,0.761,13.0,0.224,2741413,0.048
520,21.8,2.7,8.9,22.2,0.548,33.4,1.4,2009-10,Carmelo Anthony,0.6463414634146342,0.0,65.0,1230.0,0.053,69.0,38.2,28.2,6.6,3.2,1.3,0.4,0.458,0.316,0.83,7.9,0.145,1337519,0.024
521,18.5,1.5,7.2,22.9,0.578,28.8,2.6,2009-10,Dirk Nowitzki,0.6707317073170732,0.0,55.0,1230.0,0.045,81.0,37.5,25.0,7.7,2.7,0.9,1.0,0.481,0.421,0.915,12.3,0.194,1107926,0.02
522,12.2,3.6,2.8,21.6,0.615,22.9,1.8,2009-10,Steve Nash,0.6585365853658537,0.0,49.0,1230.0,0.04,81.0,32.8,16.5,3.3,11.0,0.5,0.1,0.507,0.426,0.938,9.9,0.178,677211,0.012
523,13.9,3.4,5.5,20.6,0.574,23.8,3.3,2009-10,Deron Williams,0.6463414634146342,0.0,7.0,1230.0,0.006,76.0,36.9,18.7,4.0,10.5,1.3,0.2,0.469,0.371,0.801,10.3,0.177,0,0
524,15.4,0.1,7.7,22.6,0.615,27.3,0.3,2009-10,Amar'e Stoudemire,0.6585365853658537,0.0,5.0,1230.0,0.004,82.0,34.6,23.1,8.9,1.0,0.6,1.0,0.557,0.167,0.771,10.7,0.181,1460429,0.026
