rank,name,votes
1.,Charles Barkley,858947
2.,Karl Malone,563627
3.,Chris Mullin,515779
4.,Shawn Kemp,489281
5.,Lionel Simmons,392991
6.,Billy Owens,276914
7.,Buck Williams,182806
8.,Derrick McKey,141883
9.,Tyrone Corbin,125125
10.,Sean Elliott,111398
