rank,name,votes
1.,Michael Jordan,1035824
2.,Isiah Thomas,397747
3.,Jeff Hornacek,346793
4.,Mark Price,327964
5.,Muggsy Bogues,284838
6.,Reggie Lewis,214372
7.,Joe Dumars,181253
8.,Dražen Petrović,151239
9.,Reggie Miller,126515
10.,Nick Anderson,126067
