rank,name,votes
1.,Scottie Pippen,932912
2.,Larry Johnson,658236
3.,Dominique Wilkins,380958
4.,Horace Grant,275425
5.,Derrick Coleman,250233
6.,Dennis Rodman,193752
7.,Blue Edwards,142286
8.,Dennis Scott,137277
9.,Kevin McHale,131334
10.,Kevin Willis,124017
