rank,name,votes
1.,Clyde Drexler,823482
2.,John Stockton,507951
3.,Tim Hardaway,481090
4.,Mitch Richmond,391943
5.,Terry Porter,328206
6.,Šarūnas Marčiulionis,255797
7.,Kevin Johnson,188545
8.,Walt Williams,147934
9.,Jeff Malone,141262
10.,Ricky Pierce,123496
